datetime,polarity,modality,uncertainty
2006-11-06,-0.818684153028302,0.13223058250073272,-0.853032015750349
2006-11-20,-0.7366622345669323,0.4673983865224006,-1.0666715063876007
2006-11-29,-0.5273227113297057,0.13223058250073272,0.0015259467986571357
2006-12-05,-1.070870947103558,0.9701500925549027,-0.42575303447584595
2006-12-13,-0.7366622345669323,0.4673983865224006,-1.0666715063876007
2006-12-15,0.4410256096097475,0.13223058250073272,-0.6393925251130975
2006-12-19,3.3154653789723727,2.645989112663243,-0.6393925251130975
2006-12-27,2.9163736563095894,1.4729017985874044,-0.21211354383859432
2007-01-03,-0.42571346905666546,0.13223058250073272,-0.853032015750349
2007-01-05,-0.7366622345669323,0.4673983865224006,-1.0666715063876007
2007-01-08,0.10559268933489294,0.29981448451156656,0.42880492807316023
2007-01-10,-0.7366622345669323,0.4673983865224006,-1.0666715063876007
2007-01-19,-0.09395317199649887,0.8863581415494854,-0.6393925251130975
2007-02-07,-0.7746126744520436,0.4673983865224006,-1.0666715063876007
2007-03-04,0.21944400899022679,0.6349822885332347,0.21516543743590877
2007-03-21,0.8150210736388285,0.6349822885332347,0.10834569211728304
2007-03-26,-1.0023153137627114,0.13223058250073272,-0.853032015750349
2007-04-04,-0.5591521125236698,0.4673983865224006,-1.0666715063876007
2007-04-13,1.1755502525473862,-0.2029372215209353,0.42880492807316023
2007-04-23,0.8841888108487898,0.13223058250073272,-0.42575303447584595
2007-04-24,-0.05233010889669949,0.4673983865224006,-0.853032015750349
2007-05-09,-0.4453007928683359,0.6349822885332347,-0.21211354383859432
2007-05-17,-1.0084363524538587,-0.5381050255426034,-0.21211354383859432
2007-05-26,-0.5530310738325227,2.9811569166849106,-0.853032015750349
2007-06-20,0.7088210523474283,0.341710460014275,-0.3723431618165331
2007-07-01,-0.8505135542222663,0.13223058250073272,-0.853032015750349
2007-07-06,-0.932535472683636,0.13223058250073272,-0.853032015750349
2007-09-05,-0.7427832732580794,0.13223058250073272,-0.853032015750349
2007-09-11,-0.28615378689851456,-2.381527947661777,2.778839325082927
2007-09-19,0.03826126373227612,0.5791209878629566,-0.2833267073843449
2007-09-27,-0.84316830779289,-0.5381050255426034,-0.21211354383859432
2007-10-02,-0.451421831559483,0.13223058250073272,-0.6393925251130975
2007-10-08,-0.3693999130981133,0.13223058250073272,-0.6393925251130975
2007-10-16,-0.5530310738325227,0.6349822885332347,-0.6393925251130975
2007-10-17,-0.4318345077478126,1.1377339945657365,0.0015259467986571357
2007-11-07,-0.7048328333729681,-0.2029372215209353,-0.21211354383859432
2007-11-08,-0.22922812707084733,-1.1246486825805229,1.4970023812594178
2007-11-09,-0.12823098866692212,-0.2029372215209353,-0.42575303447584595
2007-11-13,-0.5065111797798056,0.8025661905440686,-0.853032015750349
2007-11-29,0.6124146929618632,0.6349822885332347,0.6424444187104117
2007-11-30,-0.39755669107738945,-1.3760245355967735,0.7492641640290377
2007-12-04,-0.8248051917194491,0.21602253350614964,-0.21211354383859432
2007-12-05,-0.9068271101808187,-0.03535331951010149,0.42880492807316023
2007-12-06,-1.166359150685451,1.6404857005982383,1.069723399984915
2007-12-07,1.1375998126622746,-0.2029372215209353,-0.6393925251130975
2007-12-08,-0.7746126744520436,0.4673983865224006,-1.0666715063876007
2007-12-14,-1.0023153137627114,0.4673983865224006,-1.0666715063876007
2007-12-19,-0.12537450394438676,0.10429993216559355,-0.42575303447584595
2007-12-20,-0.07559005592305783,-0.7615502282237153,0.2863786009816592
2007-12-21,-0.8884639941073776,0.4673983865224006,-1.0666715063876007
2008-01-04,0.4349045709186005,-0.8732728295642714,0.21516543743590877
2008-01-24,-1.2679683929584908,0.4673983865224006,-0.853032015750349
2008-01-29,-0.5150806339474114,0.4673983865224006,-1.0666715063876007
2008-02-07,-1.0463867923389698,-0.2029372215209353,1.069723399984915
2008-02-09,-0.4073503529832246,0.4673983865224006,-1.0666715063876007
2008-02-13,-0.39755669107738945,1.3053178965765706,-0.853032015750349
2008-02-29,-0.4453007928683359,0.13223058250073272,-0.853032015750349
2008-03-11,-0.25860911278835286,-0.37052112353176936,-0.42575303447584595
2008-03-13,-1.8812964698114192,0.13223058250073272,-0.853032015750349
2008-03-19,1.5397520546706316,0.5511903375278177,-0.5325727797944717
2008-03-25,-0.7391106500433913,0.2998144845115666,-0.6393925251130975
2008-03-27,-0.7807337131431907,0.4673983865224006,-0.853032015750349
2008-03-28,-0.8627556316045604,0.4673983865224006,-0.853032015750349
2008-04-08,2.5944070211552575,-1.2084406335859394,1.2833628906221664
2008-04-28,0.06764224944978162,0.13223058250073272,0.0015259467986571357
2008-05-16,-0.8505135542222663,0.13223058250073272,-0.853032015750349
2008-06-02,-0.7746126744520436,0.4673983865224006,-1.0666715063876007
2008-06-06,-0.7366622345669323,0.4673983865224006,-1.0666715063876007
2008-06-16,0.2573944488753382,0.4673983865224006,-1.0666715063876007
2008-06-18,-0.06964390405165803,-0.41840223839200774,0.3372451463714809
2008-06-23,-0.5150806339474114,0.9701500925549027,-0.6393925251130975
2008-06-27,-0.5591521125236698,0.8863581415494854,-0.6393925251130975
2008-07-01,-0.688918132775986,-0.03535331951010142,-0.31893328915722025
2008-07-09,-0.3481803123021369,-0.09121462018037935,-0.4969661980215965
2008-07-12,-0.16006038986088628,-0.37052112353176936,0.0015259467986571357
2008-07-24,-0.5212016726385585,-0.5381050255426034,-0.21211354383859432
2008-07-30,-0.812563114337155,0.13223058250073272,-0.853032015750349
2008-07-31,-0.8505135542222663,0.4673983865224006,-0.6393925251130975
