datetime,polarity,modality,uncertainty
2006-11-29,0.18349171328802955,0.5609108222035901,-1.6984399618301822
2006-12-04,0.18349171328802955,0.5609108222035901,-1.6984399618301822
2007-01-11,0.18349171328802955,0.5609108222035901,-1.6984399618301822
2007-03-02,0.16733408119196308,1.6940087034002103,-1.4749100943868865
2007-03-15,-1.46612558261509,-1.9113027367708537,0.7603885800460691
2007-04-11,0.18349171328802955,0.5609108222035901,-1.6984399618301822
2007-04-15,0.8959663476193204,-0.6751959572836318,-0.8043204920569997
2007-05-06,0.21426815537577393,0.9729464153659972,-1.4749100943868865
2007-05-13,1.1906507806094762,-0.05714256754002087,-0.8043204920569997
2007-05-24,-0.14504680599864617,0.7669286187847937,-0.3572607571704085
2007-05-31,0.10578119701647377,0.5609108222035901,-1.6984399618301822
2007-07-09,-0.1742844259820036,0.2518841273317845,-1.4749100943868865
2007-07-30,-0.8267449982421923,0.9729464153659972,-1.251380226943591
2007-08-23,0.8813475376276417,-0.6751959572836318,-0.3572607571704085
2007-10-01,0.8813475376276417,-0.05714256754002087,-1.251380226943591
2007-11-14,0.028070680744918263,0.5609108222035901,-1.4749100943868865
2007-11-19,0.18349171328802955,0.5609108222035901,-1.6984399618301822
2007-12-10,0.4004656300066296,0.5609108222035901,-1.4749100943868865
2008-01-04,-0.9821660307853033,0.2518841273317845,-1.4749100943868865
2008-01-05,1.5307304656790555,1.0759553136565991,1.6545080498192521
2008-01-21,-1.4969020247028348,-0.36616926241182646,0.08979897771618271
2008-01-24,-0.049639835526636984,0.2518841273317845,-1.4749100943868865
2008-02-08,0.5705054725414195,-0.05714256754002087,0.5368587126027736
2008-03-31,1.082163822250176,-0.6751959572836318,-0.8043204920569997
2008-04-04,-1.3722574342474683,-0.9842226521554372,3.2192171219223207
2008-04-09,-0.08195509971876926,0.5609108222035901,-1.4749100943868865
2008-04-22,0.7420841371805968,0.5609108222035901,-1.6984399618301822
